    i start_time  S  a1      m1 objective_value    violation time_of_incident     mi1 final_objective           feasible_better S_Objective
 7227      36136  1 N/A 1319234               0 Not_exceeded            36136 1319234               0                         0       47089
 7228      36141  1 N/A 1319484               0 Not_exceeded            36141 1319484               0                         0       47089
 7229      36146  1 N/A 1319734               0 Not_exceeded            36146 1319734               0                         0       47089
 7230      36151  1 N/A 1319984               0 Not_exceeded            36151 1319984               0                         0       47089
 7231      36156  1 N/A 1320234               0 Not_exceeded            36156 1320234               0                         0       47089
 7232      36161  1 N/A 1320484               0 Not_exceeded            36161 1320484               0                         0       47089
 7233      36166  1 N/A 1320734               0 Not_exceeded            36166 1320734               0                         0       47089
 7234      36171  1 N/A 1320984               0 Not_exceeded            36171 1320984               0                         0       47089
 7235      36176  1 N/A 1321234               0 Not_exceeded            36176 1321234               0                         0       47089
 7236      36181  1 N/A 1321484               0 Not_exceeded            36181 1321484               0                         0       47089
 7237      36186  1 N/A 1321734               0 Not_exceeded            36186 1321734               0                         0       47089
 7238      36191  1 N/A 1321984               0 Not_exceeded            36191 1321984               0                         0       47089
 7239      36196  1 N/A 1322234               0 Not_exceeded            36196 1322234               0                         0       47089
 7240      36201  1 N/A 1322484               0 Not_exceeded            36201 1322484               0                         0       47089
 7241      36206  1 N/A 1322734               0 Not_exceeded            36206 1322734               0                         0       47089
 7242      36211  1 N/A 1322984               0 Not_exceeded            36211 1322984               0                         0       47089
 7243      36216  1 N/A 1323234               0 Not_exceeded            36216 1323234               0                         0       47089
 7244      36221  1 N/A 1323484               0 Not_exceeded            36221 1323484               0                         0       47089
 7245      36226  1 N/A 1323734               0 Not_exceeded            36226 1323734               0                         0       47089
 7246      36231  1 N/A 1323984               0 Not_exceeded            36231 1323984               0                         0       47089
 7247      36236  1 N/A 1324234               0 Not_exceeded            36236 1324234               0                         0       47089
 7248      36241  1 N/A 1324484               0 Not_exceeded            36241 1324484               0                         0       47089
 7249      36246  1 N/A 1324734               0 Not_exceeded            36246 1324734               0                         0       47089
 7250      36251  1 N/A 1324984               0 Not_exceeded            36251 1324984               0                         0       47089
 7251      36256  1 N/A 1325234               0 Not_exceeded            36256 1325234               0                         0       47089
 7252      36261  1 N/A 1325484               0 Not_exceeded            36261 1325484               0                         0       47089
 7253      36266  1 N/A 1325734               0 Not_exceeded            36266 1325734               0                         0       47089
 7254      36271  1 N/A 1325984               0 Not_exceeded            36271 1325984               0                         0       47089
 7255      36276  1 N/A 1326234               0 Not_exceeded            36276 1326234               0                         0       47089
 7256      36281  1 N/A 1326484               0 Not_exceeded            36281 1326484               0                         0       47089
 7257      36286  1 N/A 1326734               0 Not_exceeded            36286 1326734               0                         0       47089
 7258      36291  1 N/A 1326984               0 Not_exceeded            36291 1326984               0                         0       47089
 7259      36296  1 N/A 1327234               0 Not_exceeded            36296 1327234               0                         0       47089
 7260      36301  1 N/A 1327484               0 Not_exceeded            36301 1327484               0                         0       47089
 7261      36306  1 N/A 1327734               0 Not_exceeded            36306 1327734               0                         0       47089
 7262      36311  1 N/A 1327984               0 Not_exceeded            36311 1327984               0                         0       47089
 7263      36316  1 N/A 1328234               0 Not_exceeded            36316 1328234               0                         0       47089
 7264      36321  1 N/A 1328484               0 Not_exceeded            36321 1328484               0                         0       47089
 7265      36326  1 N/A 1328734               0 Not_exceeded            36326 1328734               0                         0       47089
 7266      36331  1 N/A 1328984               0 Not_exceeded            36331 1328984               0                         0       47089
 7267      36336  1 N/A 1329234               0 Not_exceeded            36336 1329234               0                         0       47089
 7268      36341  1 N/A 1329484               0 Not_exceeded            36341 1329484               0                         0       47089
 7269      36346  1 N/A 1329734               0 Not_exceeded            36346 1329734               0                         0       47089
 7270      36351  1 N/A 1329984               0 Not_exceeded            36351 1329984               0                         0       47089
 7271      36356  1 N/A 1330234               0 Not_exceeded            36356 1330234               0                         0       47089
 7272      36361  1 N/A 1330484               0 Not_exceeded            36361 1330484               0                         0       47089
 7273      36366  1 N/A 1330734               0 Not_exceeded            36366 1330734               0                         0       47089
 7274      36371  1 N/A 1330984               0 Not_exceeded            36371 1330984               0                         0       47089
 7275      36376  1 N/A 1331234               0 Not_exceeded            36376 1331234               0                         0       47089
 7276      36381  1 N/A 1331484               0 Not_exceeded            36381 1331484               0                         0       47089
 7277      36386  1 N/A 1331734               0 Not_exceeded            36386 1331734               0                         0       47089
 7278      36391  1 N/A 1331984               0 Not_exceeded            36391 1331984               0                         0       47089
 7279      36396  1 N/A 1332234               0 Not_exceeded            36396 1332234               0                         0       47089
 7280      36401  1 N/A 1332484               0 Not_exceeded            36401 1332484               0                         0       47089
 7281      36406  1 N/A 1332734               0 Not_exceeded            36406 1332734               0                         0       47089
 7282      36411  1 N/A 1332984               0 Not_exceeded            36411 1332984               0                         0       47089
 7283      36416  1 N/A 1333234               0 Not_exceeded            36416 1333234               0                         0       47089
 7284      36421  1 N/A 1333484               0 Not_exceeded            36421 1333484               0                         0       47089
 7285      36426  1 N/A 1333734               0 Not_exceeded            36426 1333734               0                         0       47089
 7286      36431  1 N/A 1333984               0 Not_exceeded            36431 1333984               0                         0       47089
 7287      36436  1 N/A 1334234               0 Not_exceeded            36436 1334234               0                         0       47089
 7288      36441  1 N/A 1334484               0 Not_exceeded            36441 1334484               0                         0       47089
 7289      36446  1 N/A 1334734               0 Not_exceeded            36446 1334734               0                         0       47089
 7290      36451  1 N/A 1334984               0 Not_exceeded            36451 1334984               0                         0       47089
 7291      36456  1 N/A 1335234               0 Not_exceeded            36456 1335234               0                         0       47089
 7292      36461  1 N/A 1335484               0 Not_exceeded            36461 1335484               0                         0       47089
 7293      36466  1 N/A 1335734               0 Not_exceeded            36466 1335734               0                         0       47089
 7294      36471  1 N/A 1335984               0 Not_exceeded            36471 1335984               0                         0       47089
 7295      36476  1 N/A 1336234               0 Not_exceeded            36476 1336234               0                         0       47089
 7296      36481  1 N/A 1336484               0 Not_exceeded            36481 1336484               0                         0       47089
 7297      36486  1 N/A 1336734               0 Not_exceeded            36486 1336734               0                         0       47089
 7298      36491  1 N/A 1336984               0 Not_exceeded            36491 1336984               0                         0       47089
 7299      36496  1 N/A 1337234               0 Not_exceeded            36496 1337234               0                         0       47089
 7300      36501  1 N/A 1337484               0 Not_exceeded            36501 1337484               0                         0       47089
 7301      36506  1 N/A 1337734               0 Not_exceeded            36506 1337734               0                         0       47089
 7302      36511  1 N/A 1337984               0 Not_exceeded            36511 1337984               0                         0       47089
 7303      36516  1 N/A 1338234               0 Not_exceeded            36516 1338234               0                         0       47089
 7304      36521  1 N/A 1338484               0 Not_exceeded            36521 1338484               0                         0       47089
 7305      36526  1 N/A 1338734               0 Not_exceeded            36526 1338734               0                         0       47089
 7306      36531  1 N/A 1338984               0 Not_exceeded            36531 1338984               0                         0       47089
 7307      36536  1 N/A 1339234               0 Not_exceeded            36536 1339234               0                         0       47089
 7308      36541  1 N/A 1339484               0 Not_exceeded            36541 1339484               0                         0       47089
 7309      36546  1 N/A 1339734               0 Not_exceeded            36546 1339734               0                         0       47089
 7310      36551  1 N/A 1339984               0 Not_exceeded            36551 1339984               0                         0       47089
 7311      36556  1 N/A 1340234               0 Not_exceeded            36556 1340234               0                         0       47089
 7312      36561  1 N/A 1340484               0 Not_exceeded            36561 1340484               0                         0       47089
 7313      36566  1 N/A 1340734               0 Not_exceeded            36566 1340734               0                         0       47089
 7314      36571  1 N/A 1340984               0 Not_exceeded            36571 1340984               0                         0       47089
 7315      36576  1 N/A 1341234               0 Not_exceeded            36576 1341234               0                         0       47089
 7316      36581  1 N/A 1341484               0 Not_exceeded            36581 1341484               0                         0       47089
 7317      36586  1 N/A 1341734               0 Not_exceeded            36586 1341734               0                         0       47089
 7318      36591  1 N/A 1341984               0 Not_exceeded            36591 1341984               0                         0       47089
 7319      36596  1 N/A 1342234               0 Not_exceeded            36596 1342234               0                         0       47089
 7320      36601  1 N/A 1342484               0 Not_exceeded            36601 1342484               0                         0       47089
 7321      36606  1 N/A 1342734               0 Not_exceeded            36606 1342734               0                         0       47089
 7322      36611  1 N/A 1342984               0 Not_exceeded            36611 1342984               0                         0       47089
 7323      36616  1 N/A 1343234               0 Not_exceeded            36616 1343234               0                         0       47089
 7324      36621  1 N/A 1343484               0 Not_exceeded            36621 1343484               0                         0       47089
 7325      36626  1 N/A 1343734               0 Not_exceeded            36626 1343734               0                         0       47089
 7326      36631  1 N/A 1343984               0 Not_exceeded            36631 1343984               0                         0       47089
 7327      36636  1 N/A 1344234               0 Not_exceeded            36636 1344234               0                         0       47089
 7328      36641  1 N/A 1344484               0 Not_exceeded            36641 1344484               0                         0       47089
 7329      36646  1 N/A 1344734               0 Not_exceeded            36646 1344734               0                         0       47089
 7330      36651  1 N/A 1344984               0 Not_exceeded            36651 1344984               0                         0       47089
 7331      36656  1 N/A 1345234               0 Not_exceeded            36656 1345234               0                         0       47089
 7332      36661  1 N/A 1345484               0 Not_exceeded            36661 1345484               0                         0       47089
 7333      36666  1 N/A 1345734               0 Not_exceeded            36666 1345734               0                         0       47089
 7334      36671  1 N/A 1345984               0 Not_exceeded            36671 1345984               0                         0       47089
 7335      36676  1 N/A 1346234               0 Not_exceeded            36676 1346234               0                         0       47089
 7336      36681  1 N/A 1346484               0 Not_exceeded            36681 1346484               0                         0       47089
 7337      36686  1 N/A 1346734               0 Not_exceeded            36686 1346734               0                         0       47089
 7338      36691  1 N/A 1346984               0 Not_exceeded            36691 1346984               0                         0       47089
 7339      36696  1 N/A 1347234               0 Not_exceeded            36696 1347234               0                         0       47089
 7340      36701  1 N/A 1347484               0 Not_exceeded            36701 1347484               0                         0       47089
 7341      36706  1 N/A 1347734               0 Not_exceeded            36706 1347734               0                         0       47089
 7342      36711  1 N/A 1347984               0 Not_exceeded            36711 1347984               0                         0       47089
 7343      36716  1 N/A 1348234               0 Not_exceeded            36716 1348234               0                         0       47089
 7344      36721  1 N/A 1348484               0 Not_exceeded            36721 1348484               0                         0       47089
 7345      36726  1 N/A 1348734               0 Not_exceeded            36726 1348734               0                         0       47089
 7346      36731  1 N/A 1348984               0 Not_exceeded            36731 1348984               0                         0       47089
 7347      36736  1 N/A 1349234               0 Not_exceeded            36736 1349234               0                         0       47089
 7348      36741  1 N/A 1349484               0 Not_exceeded            36741 1349484               0                         0       47089
 7349      36746  1 N/A 1349734               0 Not_exceeded            36746 1349734               0                         0       47089
 7350      36751  1 N/A 1349984               0 Not_exceeded            36751 1349984               0                         0       47089
 7351      36756  1 N/A 1350234               0 Not_exceeded            36756 1350234               0                         0       47089
 7352      36761  1 N/A 1350484               0 Not_exceeded            36761 1350484               0                         0       47089
 7353      36766  1 N/A 1350734               0 Not_exceeded            36766 1350734               0                         0       47089
 7354      36771  1 N/A 1350984               0 Not_exceeded            36771 1350984               0                         0       47089
 7355      36776  1 N/A 1351234               0 Not_exceeded            36776 1351234               0                         0       47089
 7356      36781  1 N/A 1351484               0 Not_exceeded            36781 1351484               0                         0       47089
 7357      36786  1 N/A 1351734               0 Not_exceeded            36786 1351734               0                         0       47089
 7358      36791  1 N/A 1351984               0 Not_exceeded            36791 1351984               0                         0       47089
 7359      36796  1 N/A 1352234               0 Not_exceeded            36796 1352234               0                         0       47089
 7360      36801  1 N/A 1352484               0 Not_exceeded            36801 1352484               0                         0       47089
 7361      36806  1 N/A 1352734               0 Not_exceeded            36806 1352734               0                         0       47089
 7362      36811  1 N/A 1352984               0 Not_exceeded            36811 1352984               0                         0       47089
 7363      36816  1 N/A 1353234               0 Not_exceeded            36816 1353234               0                         0       47089
 7364      36821  1 N/A 1353484               0 Not_exceeded            36821 1353484               0                         0       47089
 7365      36826  1 N/A 1353734               0 Not_exceeded            36826 1353734               0                         0       47089
 7366      36831  1 N/A 1353984               0 Not_exceeded            36831 1353984               0                         0       47089
 7367      36836  1 N/A 1354234               0 Not_exceeded            36836 1354234               0                         0       47089
 7368      36841  1 N/A 1354484               0 Not_exceeded            36841 1354484               0                         0       47089
 7369      36846  1 N/A 1354734               0 Not_exceeded            36846 1354734               0                         0       47089
 7370      36851  1 N/A 1354984               0 Not_exceeded            36851 1354984               0                         0       47089
 7371      36856  1 N/A 1355234               0 Not_exceeded            36856 1355234               0                         0       47089
 7372      36861  1 N/A 1355484               0 Not_exceeded            36861 1355484               0                         0       47089
 7373      36866  1 N/A 1355734               0 Not_exceeded            36866 1355734               0                         0       47089
 7374      36871  1 N/A 1355984               0 Not_exceeded            36871 1355984               0                         0       47089
 7375      36876  1 N/A 1356234               0 Not_exceeded            36876 1356234               0                         0       47089
 7376      36881  1 N/A 1356484               0 Not_exceeded            36881 1356484               0                         0       47089
 7377      36886  1 N/A 1356734               0 Not_exceeded            36886 1356734               0                         0       47089
 7378      36891  1 N/A 1356984               0 Not_exceeded            36891 1356984               0                         0       47089
 7379      36896  1 N/A 1357234               0 Not_exceeded            36896 1357234               0                         0       47089
 7380      36901  1 N/A 1357484               0 Not_exceeded            36901 1357484               0                         0       47089
 7381      36906  1 N/A 1357734               0 Not_exceeded            36906 1357734               0                         0       47089
 7382      36911  1 N/A 1357984               0 Not_exceeded            36911 1357984               0                         0       47089
 7383      36916  1 N/A 1358234               0 Not_exceeded            36916 1358234               0                         0       47089
 7384      36921  1 N/A 1358484               0 Not_exceeded            36921 1358484               0                         0       47089
 7385      36926  1 N/A 1358734               0 Not_exceeded            36926 1358734               0                         0       47089
 7386      36931  1 N/A 1358984               0 Not_exceeded            36931 1358984               0                         0       47089
 7387      36936  1 N/A 1359234               0 Not_exceeded            36936 1359234               0                         0       47089
 7388      36941  1 N/A 1359484               0 Not_exceeded            36941 1359484               0                         0       47089
 7389      36946  1 N/A 1359734               0 Not_exceeded            36946 1359734               0                         0       47089
 7390      36951  1 N/A 1359984               0 Not_exceeded            36951 1359984               0                         0       47089
 7391      36956  1 N/A 1360234               0 Not_exceeded            36956 1360234               0                         0       47089
 7392      36961  1 N/A 1360484               0 Not_exceeded            36961 1360484               0                         0       47089
 7393      36966  1 N/A 1360734               0 Not_exceeded            36966 1360734               0                         0       47089
 7394      36971  1 N/A 1360984               0 Not_exceeded            36971 1360984               0                         0       47089
 7395      36976  1 N/A 1361234               0 Not_exceeded            36976 1361234               0                         0       47089
 7396      36981  1 N/A 1361484               0 Not_exceeded            36981 1361484               0                         0       47089
 7397      36986  1 N/A 1361734               0 Not_exceeded            36986 1361734               0                         0       47089
 7398      36991  1 N/A 1361984               0 Not_exceeded            36991 1361984               0                         0       47089
 7399      36996  1 N/A 1362234               0 Not_exceeded            36996 1362234               0                         0       47089
 7400      37001  1 N/A 1362484               0 Not_exceeded            37001 1362484               0                         0       47089
 7401      37006  1 N/A 1362734               0 Not_exceeded            37006 1362734               0                         0       47089
 7402      37011  1 N/A 1362984               0 Not_exceeded            37011 1362984               0                         0       47089
 7403      37016  1 N/A 1363234               0 Not_exceeded            37016 1363234               0                         0       47089
 7404      37021  1 N/A 1363484               0 Not_exceeded            37021 1363484               0                         0       47089
 7405      37026  1 N/A 1363734               0 Not_exceeded            37026 1363734               0                         0       47089
 7406      37031  1 N/A 1363984               0 Not_exceeded            37031 1363984               0                         0       47089
 7407      37036  1 N/A 1364234               0 Not_exceeded            37036 1364234               0                         0       47089
 7408      37041  1 N/A 1364484               0 Not_exceeded            37041 1364484               0                         0       47089
 7409      37046  1 N/A 1364734               0 Not_exceeded            37046 1364734               0                         0       47089
 7410      37051  1 N/A 1364984               0 Not_exceeded            37051 1364984               0                         0       47089
 7411      37056  1 N/A 1365234               0 Not_exceeded            37056 1365234               0                         0       47089
 7412      37061  1 N/A 1365484               0 Not_exceeded            37061 1365484               0                         0       47089
 7413      37066  1 N/A 1365734               0 Not_exceeded            37066 1365734               0                         0       47089
 7414      37071  1 N/A 1365984               0 Not_exceeded            37071 1365984               0                         0       47089
 7415      37076  1 N/A 1366234               0 Not_exceeded            37076 1366234               0                         0       47089
 7416      37081  1 N/A 1366484               0 Not_exceeded            37081 1366484               0                         0       47089
 7417      37086  1 N/A 1366734               0 Not_exceeded            37086 1366734               0                         0       47089
 7418      37091  1 N/A 1366984               0 Not_exceeded            37091 1366984               0                         0       47089
 7419      37096  1 N/A 1367234               0 Not_exceeded            37096 1367234               0                         0       47089
 7420      37101  1 N/A 1367484               0 Not_exceeded            37101 1367484               0                         0       47089
 7421      37106  1 N/A 1367734               0 Not_exceeded            37106 1367734               0                         0       47089
 7422      37111  1 N/A 1367984               0 Not_exceeded            37111 1367984               0                         0       47089
 7423      37116  1 N/A 1368234               0 Not_exceeded            37116 1368234               0                         0       47089
 7424      37121  1 N/A 1368484               0 Not_exceeded            37121 1368484               0                         0       47089
 7425      37126  1 N/A 1368734               0 Not_exceeded            37126 1368734               0                         0       47089
 7426      37131  1 N/A 1368984               0 Not_exceeded            37131 1368984               0                         0       47089
 7427      37136  1 N/A 1369234               0 Not_exceeded            37136 1369234               0                         0       47089
 7428      37141  1 N/A 1369484               0 Not_exceeded            37141 1369484               0                         0       47089
 7429      37146  1 N/A 1369734               0 Not_exceeded            37146 1369734               0                         0       47089
 7430      37151  1 N/A 1369984               0 Not_exceeded            37151 1369984               0                         0       47089
 7431      37156  1 N/A 1370234               0 Not_exceeded            37156 1370234               0                         0       47089
 7432      37161  1 N/A 1370484               0 Not_exceeded            37161 1370484               0                         0       47089
 7433      37166  1 N/A 1370734               0 Not_exceeded            37166 1370734               0                         0       47089
 7434      37171  1 N/A 1370984               0 Not_exceeded            37171 1370984               0                         0       47089
 7435      37176  1 N/A 1371234               0 Not_exceeded            37176 1371234               0                         0       47089
 7436      37181  1 N/A 1371484               0 Not_exceeded            37181 1371484               0                         0       47089
 7437      37186  1 N/A 1371734               0 Not_exceeded            37186 1371734               0                         0       47089
 7438      37191  1 N/A 1371984               0 Not_exceeded            37191 1371984               0                         0       47089
 7439      37196  1 N/A 1372234               0 Not_exceeded            37196 1372234               0                         0       47089
 7440      37201  1 N/A 1372484               0 Not_exceeded            37201 1372484               0                         0       47089
 7441      37206  1 N/A 1372734               0 Not_exceeded            37206 1372734               0                         0       47089
 7442      37211  1 N/A 1372984               0 Not_exceeded            37211 1372984               0                         0       47089
 7443      37216  1 N/A 1373234               0 Not_exceeded            37216 1373234               0                         0       47089
 7444      37221  1 N/A 1373484               0 Not_exceeded            37221 1373484               0                         0       47089
 7445      37226  1 N/A 1373734               0 Not_exceeded            37226 1373734               0                         0       47089
 7446      37231  1 N/A 1373984               0 Not_exceeded            37231 1373984               0                         0       47089
 7447      37236  1 N/A 1374234               0 Not_exceeded            37236 1374234               0                         0       47089
 7448      37241  1 N/A 1374484               0 Not_exceeded            37241 1374484               0                         0       47089
 7449      37246  1 N/A 1374734               0 Not_exceeded            37246 1374734               0                         0       47089
 7450      37251  1 N/A 1374984               0 Not_exceeded            37251 1374984               0                         0       47089
 7451      37256  1 N/A 1375234               0 Not_exceeded            37256 1375234               0                         0       47089
 7452      37261  1 N/A 1375484               0 Not_exceeded            37261 1375484               0                         0       47089
 7453      37266  1 N/A 1375734               0 Not_exceeded            37266 1375734               0                         0       47089
 7454      37271  1 N/A 1375984               0 Not_exceeded            37271 1375984               0                         0       47089
 7455      37276  1 N/A 1376234               0 Not_exceeded            37276 1376234               0                         0       47089
 7456      37281  1 N/A 1376484               0 Not_exceeded            37281 1376484               0                         0       47089
 7457      37286  1 N/A 1376734               0 Not_exceeded            37286 1376734               0                         0       47089
 7458      37291  1 N/A 1376984               0 Not_exceeded            37291 1376984               0                         0       47089
 7459      37296  1 N/A 1377234               0 Not_exceeded            37296 1377234               0                         0       47089
 7460      37301  1 N/A 1377484               0 Not_exceeded            37301 1377484               0                         0       47089
 7461      37306  1 N/A 1377734               0 Not_exceeded            37306 1377734               0                         0       47089
 7462      37311  1 N/A 1377984               0 Not_exceeded            37311 1377984               0                         0       47089
 7463      37316  1 N/A 1378234               0 Not_exceeded            37316 1378234               0                         0       47089
 7464      37321  1 N/A 1378484               0 Not_exceeded            37321 1378484               0                         0       47089
 7465      37326  1 N/A 1378734               0 Not_exceeded            37326 1378734               0                         0       47089
 7466      37331  1 N/A 1378984               0 Not_exceeded            37331 1378984               0                         0       47089
 7467      37336  1 N/A 1379234               0 Not_exceeded            37336 1379234               0                         0       47089
 7468      37341  1 N/A 1379484               0 Not_exceeded            37341 1379484               0                         0       47089
 7469      37346  1 N/A 1379734               0 Not_exceeded            37346 1379734               0                         0       47089
 7470      37351  1 N/A 1379984               0 Not_exceeded            37351 1379984               0                         0       47089
 7471      37356  1 N/A 1380234               0 Not_exceeded            37356 1380234               0                         0       47089
 7472      37361  1 N/A 1380484               0 Not_exceeded            37361 1380484               0                         0       47089
 7473      37366  1 N/A 1380734               0 Not_exceeded            37366 1380734               0                         0       47089
 7474      37371  1 N/A 1380984               0 Not_exceeded            37371 1380984               0                         0       47089
 7475      37376  1 N/A 1381234               0 Not_exceeded            37376 1381234               0                         0       47089
 7476      37381  1 N/A 1381484               0 Not_exceeded            37381 1381484               0                         0       47089
 7477      37386  1 N/A 1381734               0 Not_exceeded            37386 1381734               0                         0       47089
 7478      37391  1 N/A 1381984               0 Not_exceeded            37391 1381984               0                         0       47089
 7479      37396  1 N/A 1382234               0 Not_exceeded            37396 1382234               0                         0       47089
 7480      37401  1 N/A 1382484               0 Not_exceeded            37401 1382484               0                         0       47089
 7481      37406  1 N/A 1382734               0 Not_exceeded            37406 1382734               0                         0       47089
 7482      37411  1 N/A 1382984               0 Not_exceeded            37411 1382984               0                         0       47089
 7483      37416  1 N/A 1383234               0 Not_exceeded            37416 1383234               0                         0       47089
 7484      37421  1 N/A 1383484               0 Not_exceeded            37421 1383484               0                         0       47089
 7485      37426  1 N/A 1383734               0 Not_exceeded            37426 1383734               0                         0       47089
 7486      37431  1 N/A 1383984               0 Not_exceeded            37431 1383984               0                         0       47089
 7487      37436  1 N/A 1384234               0 Not_exceeded            37436 1384234               0                         0       47089
 7488      37441  1 N/A 1384484               0 Not_exceeded            37441 1384484               0                         0       47089
 7489      37446  1 N/A 1384734               0 Not_exceeded            37446 1384734               0                         0       47089
 7490      37451  1 N/A 1384984               0 Not_exceeded            37451 1384984               0                         0       47089
 7491      37456  1 N/A 1385234               0 Not_exceeded            37456 1385234               0                         0       47089
 7492      37461  1 N/A 1385484               0 Not_exceeded            37461 1385484               0                         0       47089
 7493      37466  1 N/A 1385734               0 Not_exceeded            37466 1385734               0                         0       47089
 7494      37471  1 N/A 1385984               0 Not_exceeded            37471 1385984               0                         0       47089
 7495      37476  1 N/A 1386234               0 Not_exceeded            37476 1386234               0                         0       47089
 7496      37481  1 N/A 1386484               0 Not_exceeded            37481 1386484               0                         0       47089
 7497      37486  1 N/A 1386734               0 Not_exceeded            37486 1386734               0                         0       47089
 7498      37491  1 N/A 1386984               0 Not_exceeded            37491 1386984               0                         0       47089
 7499      37496  1 N/A 1387234               0 Not_exceeded            37496 1387234               0                         0       47089
 7500      37501  1 N/A 1387484               0 Not_exceeded            37501 1387484               0                         0       47089
 7501      37506  1 N/A 1387734               0 Not_exceeded            37506 1387734               0                         0       47089
 7502      37511  1 N/A 1387984               0 Not_exceeded            37511 1387984               0                         0       47089
 7503      37516  2 N/A 1385184               0 Not_exceeded            37516 1385184               0                         0       47089
 7504      37521  2 N/A 1382384               0 Not_exceeded            37521 1382384               0                         0       47089
 7505      37526  2 N/A 1379584               0 Not_exceeded            37526 1379584               0                         0       47089
 7506      37531  2 N/A 1376784               0 Not_exceeded            37531 1376784               0                         0       47089
 7507      37536  2 N/A 1373984               0 Not_exceeded            37536 1373984               0                         0       47089
 7508      37541  2 N/A 1371184               0 Not_exceeded            37541 1371184               0                         0       47089
 7509      37546  2 N/A 1368384               0 Not_exceeded            37546 1368384               0                         0       47089
 7510      37551  2 N/A 1365584               0 Not_exceeded            37551 1365584               0                         0       47089
 7511      37556  2 N/A 1362784               0 Not_exceeded            37556 1362784               0                         0       47089
 7512      37561  2 N/A 1359984               0 Not_exceeded            37561 1359984               0                         0       47089
 7513      37566  2 N/A 1357184               0 Not_exceeded            37566 1357184               0                         0       47089
 7514      37571  2 N/A 1354384               0 Not_exceeded            37571 1354384               0                         0       47089
 7515      37576  2 N/A 1351584               0 Not_exceeded            37576 1351584               0                         0       47089
 7516      37581  2 N/A 1348784               0 Not_exceeded            37581 1348784               0                         0       47089
 7517      37586  2 N/A 1345984               0 Not_exceeded            37586 1345984               0                         0       47089
 7518      37591  2 N/A 1343184               0 Not_exceeded            37591 1343184               0                         0       47089
 7519      37596  2 N/A 1340384               0 Not_exceeded            37596 1340384               0                         0       47089
 7520      37601  2 N/A 1337584               0 Not_exceeded            37601 1337584               0                         0       47089
 7521      37606  2 N/A 1334784               0 Not_exceeded            37606 1334784               0                         0       47089
 7522      37611  2 N/A 1331984               0 Not_exceeded            37611 1331984               0                         0       47089
 7523      37616  2 N/A 1329184               0 Not_exceeded            37616 1329184               0                         0       47089
 7524      37621  2 N/A 1326384               0 Not_exceeded            37621 1326384               0                         0       47089
 7525      37626  2 N/A 1323584               0 Not_exceeded            37626 1323584               0                         0       47089
 7526      37631  2 N/A 1320784               0 Not_exceeded            37631 1320784               0                         0       47089
 7527      37636  2 N/A 1317984               0 Not_exceeded            37636 1317984               0                         0       47089
 7528      37641  2 N/A 1315184               0 Not_exceeded            37641 1315184               0                         0       47089
 7529      37646  2 N/A 1312384               0 Not_exceeded            37646 1312384               0                         0       47089
 7530      37651  2 N/A 1309584               0 Not_exceeded            37651 1309584               0                         0       47089
 7531      37656  2 N/A 1306784               0 Not_exceeded            37656 1306784               0                         0       47089
 7532      37661  2 N/A 1303984               0 Not_exceeded            37661 1303984               0                         0       47089
 7533      37666  2 N/A 1301184               0 Not_exceeded            37666 1301184               0                         0       47089
 7534      37671  2 N/A 1298384               0 Not_exceeded            37671 1298384               0                         0       47089
 7535      37676  2 N/A 1295584               0 Not_exceeded            37676 1295584               0                         0       47089
 7536      37681  1 N/A 1295834               0 Not_exceeded            37681 1295834               0                         0       47089
 7537      37686  2 N/A 1293034               0 Not_exceeded            37686 1293034               0                         0       47089
 7538      37691  2 N/A 1290234               0 Not_exceeded            37691 1290234               0                         0       47089
 7539      37696  2 N/A 1287434               0 Not_exceeded            37696 1287434               0                         0       47089
 7540      37701  2 N/A 1284634               0 Not_exceeded            37701 1284634               0                         0       47089
 7541      37706  2 N/A 1281834               0 Not_exceeded            37706 1281834               0                         0       47089
 7542      37711  2 N/A 1279034               0 Not_exceeded            37711 1279034               0                         0       47089
 7543      37716  2 N/A 1276234               0 Not_exceeded            37716 1276234               0                         0       47089
 7544      37721  2 N/A 1273434               0 Not_exceeded            37721 1273434               0                         0       47089
 7545      37726  2 N/A 1270634               0 Not_exceeded            37726 1270634               0                         0       47089
 7546      37731  2 N/A 1267834               0 Not_exceeded            37731 1267834               0                         0       47089
 7547      37736  2 N/A 1265034               0 Not_exceeded            37736 1265034               0                         0       47089
 7548      37741  2 N/A 1262234               0 Not_exceeded            37741 1262234               0                         0       47089
