    i start_time  S a2 objective_value    violation time_of_incident     mi2 final_objective           feasible_better S_Objective
 6354      31771  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6355      31776  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6356      31781  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6357      31786  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6358      31791  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6359      31796  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6360      31801  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6361      31806  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6362      31811  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6363      31816  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6364      31821  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6365      31826  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6366      31831  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6367      31836  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6368      31841  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6369      31846  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6370      31851  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6371      31856  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6372      31861  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6373      31866  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6374      31871  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6375      31876  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6376      31881  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6377      31886  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6378      31891  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6379      31896  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6380      31901  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6381      31906  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6382      31911  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6383      31916  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6384      31921  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6385      31926  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6386      31931  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6387      31936  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6388      31941  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6389      31946  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6390      31951  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6391      31956  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6392      31961  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6393      31966  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6394      31971  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6395      31976  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6396      31981  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6397      31986  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6398      31991  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6399      31996  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6400      32001  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6401      32006  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6402      32011  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6403      32016  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6404      32021  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6405      32026  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6406      32031  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6407      32036  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6408      32041  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6409      32046  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6410      32051  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6411      32056  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6412      32061  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6413      32066  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6414      32071  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6415      32076  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6416      32081  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6417      32086  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6418      32091  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6419      32096  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6420      32101  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6421      32106  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6422      32111  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6423      32116  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6424      32121  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6425      32126  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6426      32131  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6427      32136  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6428      32141  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6429      32146  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6430      32151  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6431      32156  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6432      32161  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6433      32166  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6434      32171  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6435      32176  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6436      32181  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6437      32186  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6438      32191  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6439      32196  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6440      32201  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6441      32206  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6442      32211  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6443      32216  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6444      32221  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6445      32226  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6446      32231  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6447      32236  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6448      32241  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6449      32246  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6450      32251  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6451      32256  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6452      32261  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6453      32266  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6454      32271  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6455      32276  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6456      32281  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6457      32286  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6458      32291  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6459      32296  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6460      32301  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6461      32306  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6462      32311  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6463      32316  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6464      32321  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6465      32326  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6466      32331  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6467      32336  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6468      32341  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6469      32346  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6470      32351  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6471      32356  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6472      32361  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6473      32366  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6474      32371  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6475      32376  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6478      32391  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6481      32406  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6482      32411  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6484      32421  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6485      32426  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6486      32431  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6487      32436  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6488      32441  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6489      32446  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6490      32451  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6491      32456  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6492      32461  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6493      32466  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6494      32471  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6495      32476  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6496      32481  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6497      32486  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6498      32491  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6499      32496  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6500      32501  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6501      32506  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6502      32511  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6503      32516  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6504      32521  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6505      32526  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6506      32531  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6507      32536  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6508      32541  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6509      32546  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6510      32551  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6511      32556  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6512      32561  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6513      32566  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6514      32571  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6515      32576  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6516      32581  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6517      32586  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6518      32591  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6519      32596  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6520      32601  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6521      32606  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6522      32611  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6523      32616  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6524      32621  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6525      32626  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6526      32631  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6527      32636  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6528      32641  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6529      32646  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6530      32651  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6531      32656  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6532      32661  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6533      32666  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6534      32671  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6535      32676  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6536      32681  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6537      32686  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6538      32691  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6539      32696  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6540      32701  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6541      32706  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6542      32711  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6544      32721  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6545      32726  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6546      32731  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6549      32746  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6550      32751  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6551      32756  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6553      32766  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6554      32771  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6556      32781  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6557      32786  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6558      32791  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6561      32806  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6562      32811  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6565      32826  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6566      32831  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6569      32846  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6570      32851  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6571      32856  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6572      32861  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6573      32866  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6574      32871  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6577      32886  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6680      33401  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 6683      33416  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6685      33426  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6687      33436  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6691      33456  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6695      33476  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6697      33486  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6699      33496  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6701      33506  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6703      33516  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6707      33536  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6709      33546  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6711      33556  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6713      33566  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6715      33576  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6717      33586  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6719      33596  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6721      33606  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6725      33626  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6727      33636  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6733      33666  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6735      33676  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6737      33686  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6739      33696  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6743      33716  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6745      33726  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6747      33736  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6751      33756  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6753      33766  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6755      33776  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6785      33926  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 6787      33936  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
 7503      37516  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7504      37521  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7505      37526  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7506      37531  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7507      37536  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7508      37541  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7509      37546  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7510      37551  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7511      37556  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7512      37561  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7513      37566  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7514      37571  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7515      37576  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7516      37581  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7517      37586  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7518      37591  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7519      37596  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7520      37601  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7521      37606  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7522      37611  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7523      37616  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7524      37621  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7525      37626  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7526      37631  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7527      37636  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7528      37641  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7529      37646  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7530      37651  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7531      37656  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7532      37661  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7533      37666  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7534      37671  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7535      37676  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7537      37686  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7538      37691  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7539      37696  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7540      37701  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7541      37706  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7542      37711  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7543      37716  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7544      37721  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7545      37726  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7546      37731  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7547      37736  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7548      37741  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7549      37746  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7550      37751  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7551      37756  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7552      37761  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7553      37766  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7554      37771  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7555      37776  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7556      37781  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7557      37786  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7558      37791  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7559      37796  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7560      37801  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7561      37806  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7562      37811  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7563      37816  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7564      37821  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7565      37826  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7566      37831  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7567      37836  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7568      37841  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7569      37846  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7570      37851  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7571      37856  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7572      37861  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7573      37866  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7574      37871  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7575      37876  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7576      37881  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7577      37886  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7578      37891  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7579      37896  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7580      37901  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7581      37906  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7582      37911  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7583      37916  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7584      37921  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7585      37926  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7586      37931  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7587      37936  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7588      37941  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7589      37946  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7590      37951  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7591      37956  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7592      37961  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7593      37966  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7594      37971  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7595      37976  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7596      37981  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7597      37986  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7598      37991  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7599      37996  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7600      38001  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7601      38006  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7602      38011  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7603      38016  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7604      38021  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7605      38026  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7606      38031  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7607      38036  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7608      38041  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
 7609      38046  2  -               0     Exceeded            79096 1920206               0                Infeasible       47089
